row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,annotation_orientation_fixed
77,act_dep_time,rule_violation,11:45 a.m.,11:30 a.m.,0,"Constraint Violation: The flight of Row 77 is equal to the flight of Row 271, and The act_dep_time of Row 77 is different from the act_dep_time of Row 271.","(77, 271)",True,True,True,True,False
81,act_dep_time,rule_violation,2:03 p.m.,2:04 p.m.,0,"Constraint Violation: The flight of Row 14 is equal to the flight of Row 81, and The act_dep_time of Row 14 is different from the act_dep_time of Row 81.","(14, 81)",True,True,True,True,False
82,act_dep_time,rule_violation,8:07 a.m.,7:49 a.m.,0,"Constraint Violation: The flight of Row 82 is equal to the flight of Row 618, and The act_dep_time of Row 82 is different from the act_dep_time of Row 618.","(82, 618)",True,True,True,True,False
83,act_dep_time,rule_violation,12:56 p.m.,12:35 p.m.,0,"Constraint Violation: The flight of Row 83 is equal to the flight of Row 571, and The act_dep_time of Row 83 is different from the act_dep_time of Row 571.","(83, 571)",True,True,True,True,False
84,act_dep_time,rule_violation,12:14 p.m.,12:13 p.m.,0,"Constraint Violation: The flight of Row 16 is equal to the flight of Row 84, and The act_dep_time of Row 16 is different from the act_dep_time of Row 84.","(16, 84)",True,True,True,True,False
85,act_dep_time,rule_violation,2:43 p.m.,2:26 p.m.,0,"Constraint Violation: The flight of Row 85 is equal to the flight of Row 307, and The act_dep_time of Row 85 is different from the act_dep_time of Row 307.","(85, 307)",True,True,True,True,False
86,act_dep_time,rule_violation,12:07 p.m.,3:11 a.m.,0,"Constraint Violation: The flight of Row 86 is equal to the flight of Row 186, and The act_dep_time of Row 86 is different from the act_dep_time of Row 186.","(86, 186)",True,True,True,True,False
90,act_dep_time,rule_violation,1:43 p.m.,1:32 p.m.,0,"Constraint Violation: The flight of Row 90 is equal to the flight of Row 190, and The act_dep_time of Row 90 is different from the act_dep_time of Row 190.","(90, 190)",True,True,True,True,False
93,act_dep_time,rule_violation,6:47 p.m.,6:30 p.m.,0,"Constraint Violation: The flight of Row 2 is equal to the flight of Row 93, and The act_dep_time of Row 2 is different from the act_dep_time of Row 93.","(2, 93)",True,True,True,True,False
94,act_dep_time,rule_violation,6:56 p.m.,6:55 p.m.,0,"Constraint Violation: The flight of Row 23 is equal to the flight of Row 94, and The act_dep_time of Row 23 is different from the act_dep_time of Row 94.","(23, 94)",True,True,True,True,False
99,act_dep_time,rule_violation,6:57 a.m.,6:56 a.m.,0,"Constraint Violation: The flight of Row 25 is equal to the flight of Row 99, and The act_dep_time of Row 25 is different from the act_dep_time of Row 99.","(25, 99)",True,True,True,True,False
101,act_dep_time,rule_violation,5:09 p.m.,5:08 p.m.,0,"Constraint Violation: The flight of Row 27 is equal to the flight of Row 101, and The act_dep_time of Row 27 is different from the act_dep_time of Row 101.","(27, 101)",True,True,True,True,False
103,act_dep_time,rule_violation,4:44 p.m.,4:28 p.m.,0,"Constraint Violation: The flight of Row 103 is equal to the flight of Row 201, and The act_dep_time of Row 103 is different from the act_dep_time of Row 201.","(103, 201)",True,True,True,True,False
104,act_dep_time,rule_violation,4:37 p.m.,4:15 p.m.,0,"Constraint Violation: The flight of Row 104 is equal to the flight of Row 295, and The act_dep_time of Row 104 is different from the act_dep_time of Row 295.","(104, 295)",True,True,True,True,False
109,act_dep_time,rule_violation,1:48 p.m.,1:31 p.m.,0,"Constraint Violation: The flight of Row 109 is equal to the flight of Row 300, and The act_dep_time of Row 109 is different from the act_dep_time of Row 300.","(109, 300)",True,True,True,True,False
110,act_dep_time,rule_violation,12:42 p.m.,12:41 p.m.,0,"Constraint Violation: The flight of Row 4 is equal to the flight of Row 110, and The act_dep_time of Row 4 is different from the act_dep_time of Row 110.","(4, 110)",True,True,True,True,False
114,act_dep_time,rule_violation,9:06 p.m.,9:00 p.m.,0,"Constraint Violation: The flight of Row 32 is equal to the flight of Row 114, and The act_dep_time of Row 32 is different from the act_dep_time of Row 114.","(32, 114)",True,True,True,True,False
117,act_dep_time,rule_violation,8:52 a.m.,8:51 a.m.,0,"Constraint Violation: The flight of Row 35 is equal to the flight of Row 117, and The act_dep_time of Row 35 is different from the act_dep_time of Row 117.","(35, 117)",True,True,True,True,False
118,act_dep_time,rule_violation,8:37 a.m.,8:26 a.m.,0,"Constraint Violation: The flight of Row 118 is equal to the flight of Row 308, and The act_dep_time of Row 118 is different from the act_dep_time of Row 308.","(118, 308)",True,True,True,True,False
119,act_dep_time,rule_violation,1:41 p.m.,1:30 p.m.,0,"Constraint Violation: The flight of Row 36 is equal to the flight of Row 119, and The act_dep_time of Row 36 is different from the act_dep_time of Row 119.","(36, 119)",True,True,True,True,False
123,act_dep_time,rule_violation,5:38 p.m.,5:30 p.m.,0,"Constraint Violation: The flight of Row 123 is equal to the flight of Row 221, and The act_dep_time of Row 123 is different from the act_dep_time of Row 221.","(123, 221)",True,True,True,True,False
126,act_dep_time,rule_violation,8:40 p.m.,8:39 p.m.,0,"Constraint Violation: The flight of Row 37 is equal to the flight of Row 126, and The act_dep_time of Row 37 is different from the act_dep_time of Row 126.","(37, 126)",True,True,True,True,False
127,act_dep_time,rule_violation,3:04 p.m.,2:55 p.m.,0,"Constraint Violation: The flight of Row 127 is equal to the flight of Row 315, and The act_dep_time of Row 127 is different from the act_dep_time of Row 315.","(127, 315)",True,True,True,True,False
137,act_dep_time,rule_violation,8:55 a.m.,8:56 a.m.,0,"Constraint Violation: The flight of Row 43 is equal to the flight of Row 137, and The act_dep_time of Row 43 is different from the act_dep_time of Row 137.","(43, 137)",True,True,True,True,False
138,act_dep_time,rule_violation,3:38 p.m.,3:36 p.m.,0,"Constraint Violation: The flight of Row 44 is equal to the flight of Row 138, and The act_dep_time of Row 44 is different from the act_dep_time of Row 138.","(44, 138)",True,True,True,True,False
145,act_dep_time,rule_violation,6:58 a.m.,6:57 a.m.,0,"Constraint Violation: The flight of Row 18 is equal to the flight of Row 145, and The act_dep_time of Row 18 is different from the act_dep_time of Row 145.","(18, 145)",True,True,True,True,False
151,act_dep_time,rule_violation,7:42 p.m.,7:14 p.m.,0,"Constraint Violation: The flight of Row 51 is equal to the flight of Row 151, and The act_dep_time of Row 51 is different from the act_dep_time of Row 151.","(51, 151)",True,True,True,True,False
153,act_dep_time,rule_violation,8:49 a.m.,8:29 a.m.,0,"Constraint Violation: The flight of Row 53 is equal to the flight of Row 153, and The act_dep_time of Row 53 is different from the act_dep_time of Row 153.","(53, 153)",True,True,True,True,False
155,act_dep_time,rule_violation,7:59 p.m.,7:58 p.m.,0,"Constraint Violation: The flight of Row 1 is equal to the flight of Row 155, and The act_dep_time of Row 1 is different from the act_dep_time of Row 155.","(1, 155)",True,True,True,True,False
157,act_dep_time,rule_violation,3:50 p.m.,3:27 p.m.,0,"Constraint Violation: The flight of Row 157 is equal to the flight of Row 256, and The act_dep_time of Row 157 is different from the act_dep_time of Row 256.","(157, 256)",True,True,True,True,False
158,act_dep_time,rule_violation,12:37 p.m.,11:32 a.m.,0,"Constraint Violation: The flight of Row 57 is equal to the flight of Row 158, and The act_dep_time of Row 57 is different from the act_dep_time of Row 158.","(57, 158)",True,True,True,True,False
163,act_dep_time,rule_violation,4:10 p.m.,4:00 p.m.,0,"Constraint Violation: The flight of Row 163 is equal to the flight of Row 263, and The act_dep_time of Row 163 is different from the act_dep_time of Row 263.","(163, 263)",True,True,True,True,False
164,act_dep_time,rule_violation,7:56 a.m.,7:29 a.m.,0,"Constraint Violation: The flight of Row 64 is equal to the flight of Row 164, and The act_dep_time of Row 64 is different from the act_dep_time of Row 164.","(64, 164)",True,True,True,True,False
167,act_dep_time,rule_violation,8:26 a.m.,8:12 a.m.,0,"Constraint Violation: The flight of Row 167 is equal to the flight of Row 266, and The act_dep_time of Row 167 is different from the act_dep_time of Row 266.","(167, 266)",True,True,True,True,False
169,act_dep_time,rule_violation,4:30 p.m.,4:29 p.m.,0,"Constraint Violation: The flight of Row 7 is equal to the flight of Row 169, and The act_dep_time of Row 7 is different from the act_dep_time of Row 169.","(7, 169)",True,True,True,True,False
171,act_dep_time,rule_violation,2:59 p.m.,2:48 p.m.,0,"Constraint Violation: The flight of Row 71 is equal to the flight of Row 171, and The act_dep_time of Row 71 is different from the act_dep_time of Row 171.","(71, 171)",True,True,True,True,False
172,act_dep_time,rule_violation,8:18 a.m.,8:00 a.m.,0,"Constraint Violation: The flight of Row 72 is equal to the flight of Row 172, and The act_dep_time of Row 72 is different from the act_dep_time of Row 172.","(72, 172)",True,True,True,True,False
173,act_dep_time,rule_violation,3:04 p.m.,2:55 p.m.,0,"Constraint Violation: The flight of Row 173 is equal to the flight of Row 320, and The act_dep_time of Row 173 is different from the act_dep_time of Row 320.","(173, 320)",True,True,True,True,False
175,act_dep_time,rule_violation,12:06 p.m.,11:56 a.m.,0,"Constraint Violation: The flight of Row 75 is equal to the flight of Row 175, and The act_dep_time of Row 75 is different from the act_dep_time of Row 175.","(75, 175)",True,True,True,True,False
177,act_dep_time,rule_violation,11:45 a.m.,11:30 a.m.,0,"Constraint Violation: The flight of Row 177 is equal to the flight of Row 271, and The act_dep_time of Row 177 is different from the act_dep_time of Row 271.","(177, 271)",True,True,True,True,False
182,act_dep_time,rule_violation,8:07 a.m.,7:49 a.m.,0,"Constraint Violation: The flight of Row 182 is equal to the flight of Row 618, and The act_dep_time of Row 182 is different from the act_dep_time of Row 618.","(182, 618)",True,True,True,True,False
183,act_dep_time,rule_violation,12:56 p.m.,12:35 p.m.,0,"Constraint Violation: The flight of Row 183 is equal to the flight of Row 571, and The act_dep_time of Row 183 is different from the act_dep_time of Row 571.","(183, 571)",True,True,True,True,False
184,act_dep_time,rule_violation,12:14 p.m.,12:13 p.m.,0,"Constraint Violation: The flight of Row 16 is equal to the flight of Row 184, and The act_dep_time of Row 16 is different from the act_dep_time of Row 184.","(16, 184)",True,True,True,True,False
185,act_dep_time,rule_violation,2:43 p.m.,2:26 p.m.,0,"Constraint Violation: The flight of Row 185 is equal to the flight of Row 307, and The act_dep_time of Row 185 is different from the act_dep_time of Row 307.","(185, 307)",True,True,True,True,False
186,act_dep_time,rule_violation,12:08 p.m.,3:11 a.m.,0,"Constraint Violation: The flight of Row 86 is equal to the flight of Row 186, and The act_dep_time of Row 86 is different from the act_dep_time of Row 186.","(86, 186)",True,True,True,True,False
187,act_dep_time,rule_violation,5:38 p.m.,5:22 p.m.,0,"Constraint Violation: The flight of Row 87 is equal to the flight of Row 187, and The act_dep_time of Row 87 is different from the act_dep_time of Row 187.","(87, 187)",True,True,True,True,False
188,act_dep_time,rule_violation,8:36 p.m.,8:25 p.m.,0,"Constraint Violation: The flight of Row 88 is equal to the flight of Row 188, and The act_dep_time of Row 88 is different from the act_dep_time of Row 188.","(88, 188)",True,True,True,True,False
194,act_dep_time,rule_violation,6:56 p.m.,6:55 p.m.,0,"Constraint Violation: The flight of Row 23 is equal to the flight of Row 194, and The act_dep_time of Row 23 is different from the act_dep_time of Row 194.","(23, 194)",True,True,True,True,False
196,act_dep_time,rule_violation,2:38 p.m.,2:10 p.m.,0,"Constraint Violation: The flight of Row 97 is equal to the flight of Row 196, and The act_dep_time of Row 97 is different from the act_dep_time of Row 196.","(97, 196)",True,True,True,True,False
197,act_dep_time,rule_violation,9:58 a.m.,9:14 a.m.,0,"Constraint Violation: The flight of Row 98 is equal to the flight of Row 197, and The act_dep_time of Row 98 is different from the act_dep_time of Row 197.","(98, 197)",True,True,True,True,False
198,act_dep_time,rule_violation,6:57 a.m.,6:56 a.m.,0,"Constraint Violation: The flight of Row 25 is equal to the flight of Row 198, and The act_dep_time of Row 25 is different from the act_dep_time of Row 198.","(25, 198)",True,True,True,True,False
200,act_dep_time,rule_violation,5:09 p.m.,5:08 p.m.,0,"Constraint Violation: The flight of Row 27 is equal to the flight of Row 200, and The act_dep_time of Row 27 is different from the act_dep_time of Row 200.","(27, 200)",True,True,True,True,False
201,act_dep_time,rule_violation,4:46 p.m.,4:28 p.m.,0,"Constraint Violation: The flight of Row 103 is equal to the flight of Row 201, and The act_dep_time of Row 103 is different from the act_dep_time of Row 201.","(103, 201)",True,True,True,True,False
202,act_dep_time,rule_violation,4:37 p.m.,4:15 p.m.,0,"Constraint Violation: The flight of Row 202 is equal to the flight of Row 295, and The act_dep_time of Row 202 is different from the act_dep_time of Row 295.","(202, 295)",True,True,True,True,False
207,act_dep_time,rule_violation,1:48 p.m.,1:31 p.m.,0,"Constraint Violation: The flight of Row 207 is equal to the flight of Row 300, and The act_dep_time of Row 207 is different from the act_dep_time of Row 300.","(207, 300)",True,True,True,True,False
208,act_dep_time,rule_violation,12:42 p.m.,12:41 p.m.,0,"Constraint Violation: The flight of Row 4 is equal to the flight of Row 208, and The act_dep_time of Row 4 is different from the act_dep_time of Row 208.","(4, 208)",True,True,True,True,False
215,act_dep_time,rule_violation,8:52 a.m.,8:51 a.m.,0,"Constraint Violation: The flight of Row 35 is equal to the flight of Row 215, and The act_dep_time of Row 35 is different from the act_dep_time of Row 215.","(35, 215)",True,True,True,True,False
216,act_dep_time,rule_violation,8:37 a.m.,8:26 a.m.,0,"Constraint Violation: The flight of Row 216 is equal to the flight of Row 308, and The act_dep_time of Row 216 is different from the act_dep_time of Row 308.","(216, 308)",True,True,True,True,False
218,act_dep_time,rule_violation,3:17 p.m.,3:01 p.m.,0,"Constraint Violation: The flight of Row 120 is equal to the flight of Row 218, and The act_dep_time of Row 120 is different from the act_dep_time of Row 218.","(120, 218)",True,True,True,True,False
224,act_dep_time,rule_violation,8:40 p.m.,8:39 p.m.,0,"Constraint Violation: The flight of Row 37 is equal to the flight of Row 224, and The act_dep_time of Row 37 is different from the act_dep_time of Row 224.","(37, 224)",True,True,True,True,False
225,act_dep_time,rule_violation,3:04 p.m.,2:55 p.m.,0,"Constraint Violation: The flight of Row 225 is equal to the flight of Row 315, and The act_dep_time of Row 225 is different from the act_dep_time of Row 315.","(225, 315)",True,True,True,True,False
226,act_dep_time,rule_violation,2:59 p.m.,2:48 p.m.,0,"Constraint Violation: The flight of Row 128 is equal to the flight of Row 226, and The act_dep_time of Row 128 is different from the act_dep_time of Row 226.","(128, 226)",True,True,True,True,False
227,act_dep_time,rule_violation,9:43 a.m.,9:16 a.m.,0,"Constraint Violation: The flight of Row 129 is equal to the flight of Row 227, and The act_dep_time of Row 129 is different from the act_dep_time of Row 227.","(129, 227)",True,True,True,True,False
232,act_dep_time,rule_violation,8:05 a.m.,8:04 a.m.,0,"Constraint Violation: The flight of Row 11 is equal to the flight of Row 232, and The act_dep_time of Row 11 is different from the act_dep_time of Row 232.","(11, 232)",True,True,True,True,False
233,act_dep_time,rule_violation,9:05 a.m.,8:52 a.m.,0,"Constraint Violation: The flight of Row 135 is equal to the flight of Row 233, and The act_dep_time of Row 135 is different from the act_dep_time of Row 233.","(135, 233)",True,True,True,True,False
236,act_dep_time,rule_violation,3:38 p.m.,3:36 p.m.,0,"Constraint Violation: The flight of Row 44 is equal to the flight of Row 236, and The act_dep_time of Row 44 is different from the act_dep_time of Row 236.","(44, 236)",True,True,True,True,False
238,act_dep_time,rule_violation,11:41 a.m.,11:40 a.m.,0,"Constraint Violation: The flight of Row 45 is equal to the flight of Row 238, and The act_dep_time of Row 45 is different from the act_dep_time of Row 238.","(45, 238)",True,True,True,True,False
242,act_dep_time,rule_violation,4:02 p.m.,3:31 p.m.,0,"Constraint Violation: The flight of Row 142 is equal to the flight of Row 242, and The act_dep_time of Row 142 is different from the act_dep_time of Row 242.","(142, 242)",True,True,True,True,False
245,act_dep_time,rule_violation,6:58 a.m.,6:57 a.m.,0,"Constraint Violation: The flight of Row 18 is equal to the flight of Row 245, and The act_dep_time of Row 18 is different from the act_dep_time of Row 245.","(18, 245)",True,True,True,True,False
246,act_dep_time,rule_violation,4:15 p.m.,3:58 p.m.,0,"Constraint Violation: The flight of Row 146 is equal to the flight of Row 246, and The act_dep_time of Row 146 is different from the act_dep_time of Row 246.","(146, 246)",True,True,True,True,False
252,act_dep_time,rule_violation,8:49 a.m.,8:29 a.m.,0,"Constraint Violation: The flight of Row 53 is equal to the flight of Row 252, and The act_dep_time of Row 53 is different from the act_dep_time of Row 252.","(53, 252)",True,True,True,True,False
255,act_dep_time,rule_violation,6:56 p.m.,6:30 p.m.,0,"Constraint Violation: The flight of Row 2 is equal to the flight of Row 255, and The act_dep_time of Row 2 is different from the act_dep_time of Row 255.","(2, 255)",True,True,True,True,False
260,act_dep_time,rule_violation,11:58 p.m.,11:25 p.m.,0,"Constraint Violation: The flight of Row 5 is equal to the flight of Row 260, and The act_dep_time of Row 5 is different from the act_dep_time of Row 260.","(5, 260)",True,True,True,True,False
302,act_dep_time,rule_violation,4:30 p.m.,4:25 p.m.,0,"Constraint Violation: The flight of Row 113 is equal to the flight of Row 302, and The act_dep_time of Row 113 is different from the act_dep_time of Row 302.","(113, 302)",True,True,True,True,False
304,act_dep_time,rule_violation,8:44 p.m.,8:25 p.m.,0,"Constraint Violation: The flight of Row 33 is equal to the flight of Row 304, and The act_dep_time of Row 33 is different from the act_dep_time of Row 304.","(33, 304)",True,True,True,True,False
306,act_dep_time,rule_violation,8:52 a.m.,8:51 a.m.,0,"Constraint Violation: The flight of Row 35 is equal to the flight of Row 306, and The act_dep_time of Row 35 is different from the act_dep_time of Row 306.","(35, 306)",True,True,True,True,False
325,act_dep_time,rule_violation,8:07 a.m.,7:49 a.m.,0,"Constraint Violation: The flight of Row 325 is equal to the flight of Row 618, and The act_dep_time of Row 325 is different from the act_dep_time of Row 618.","(325, 618)",True,True,True,True,False
332,act_dep_time,rule_violation,6:58 a.m.,6:57 a.m.,0,"Constraint Violation: The flight of Row 18 is equal to the flight of Row 332, and The act_dep_time of Row 18 is different from the act_dep_time of Row 332.","(18, 332)",True,True,True,True,False
340,act_dep_time,rule_violation,8:48 a.m.,8:29 a.m.,0,"Constraint Violation: The flight of Row 153 is equal to the flight of Row 340, and The act_dep_time of Row 153 is different from the act_dep_time of Row 340.","(153, 340)",True,True,True,True,False
341,act_dep_time,rule_violation,9:00 a.m.,8:42 a.m.,0,"Constraint Violation: The flight of Row 154 is equal to the flight of Row 341, and The act_dep_time of Row 154 is different from the act_dep_time of Row 341.","(154, 341)",True,True,True,True,False
342,act_dep_time,rule_violation,7:59 p.m.,7:58 p.m.,0,"Constraint Violation: The flight of Row 1 is equal to the flight of Row 342, and The act_dep_time of Row 1 is different from the act_dep_time of Row 342.","(1, 342)",True,True,True,True,False
343,act_dep_time,rule_violation,3:50 p.m.,3:27 p.m.,0,"Constraint Violation: The flight of Row 256 is equal to the flight of Row 343, and The act_dep_time of Row 256 is different from the act_dep_time of Row 343.","(256, 343)",True,True,True,True,False
345,act_dep_time,rule_violation,11:41 a.m.,11:40 a.m.,0,"Constraint Violation: The flight of Row 45 is equal to the flight of Row 345, and The act_dep_time of Row 45 is different from the act_dep_time of Row 345.","(45, 345)",True,True,True,True,False
347,act_dep_time,rule_violation,11:29 p.m.,11:25 p.m.,0,"Constraint Violation: The flight of Row 5 is equal to the flight of Row 347, and The act_dep_time of Row 5 is different from the act_dep_time of Row 347.","(5, 347)",True,True,True,True,False
350,act_dep_time,rule_violation,4:10 p.m.,4:00 p.m.,0,"Constraint Violation: The flight of Row 263 is equal to the flight of Row 350, and The act_dep_time of Row 263 is different from the act_dep_time of Row 350.","(263, 350)",True,True,True,True,False
360,act_dep_time,rule_violation,3:04 p.m.,2:55 p.m.,0,"Constraint Violation: The flight of Row 320 is equal to the flight of Row 360, and The act_dep_time of Row 320 is different from the act_dep_time of Row 360.","(320, 360)",True,True,True,True,False
364,act_dep_time,rule_violation,11:45 a.m.,11:30 a.m.,0,"Constraint Violation: The flight of Row 271 is equal to the flight of Row 364, and The act_dep_time of Row 271 is different from the act_dep_time of Row 364.","(271, 364)",True,True,True,True,False
368,act_dep_time,rule_violation,2:03 p.m.,2:04 p.m.,0,"Constraint Violation: The flight of Row 14 is equal to the flight of Row 368, and The act_dep_time of Row 14 is different from the act_dep_time of Row 368.","(14, 368)",True,True,True,True,False
369,act_dep_time,rule_violation,8:07 a.m.,7:49 a.m.,0,"Constraint Violation: The flight of Row 369 is equal to the flight of Row 618, and The act_dep_time of Row 369 is different from the act_dep_time of Row 618.","(369, 618)",True,True,True,True,False
370,act_dep_time,rule_violation,12:56 p.m.,12:35 p.m.,0,"Constraint Violation: The flight of Row 370 is equal to the flight of Row 571, and The act_dep_time of Row 370 is different from the act_dep_time of Row 571.","(370, 571)",True,True,True,True,False
371,act_dep_time,rule_violation,12:14 p.m.,12:13 p.m.,0,"Constraint Violation: The flight of Row 16 is equal to the flight of Row 371, and The act_dep_time of Row 16 is different from the act_dep_time of Row 371.","(16, 371)",True,True,True,True,False
372,act_dep_time,rule_violation,2:43 p.m.,2:26 p.m.,0,"Constraint Violation: The flight of Row 307 is equal to the flight of Row 372, and The act_dep_time of Row 307 is different from the act_dep_time of Row 372.","(307, 372)",True,True,True,True,False
373,act_dep_time,rule_violation,12:07 p.m.,3:11 a.m.,0,"Constraint Violation: The flight of Row 186 is equal to the flight of Row 373, and The act_dep_time of Row 186 is different from the act_dep_time of Row 373.","(186, 373)",True,True,True,True,False
377,act_dep_time,rule_violation,1:43 p.m.,1:32 p.m.,0,"Constraint Violation: The flight of Row 190 is equal to the flight of Row 377, and The act_dep_time of Row 190 is different from the act_dep_time of Row 377.","(190, 377)",True,True,True,True,False
380,act_dep_time,rule_violation,6:47 p.m.,6:30 p.m.,0,"Constraint Violation: The flight of Row 2 is equal to the flight of Row 380, and The act_dep_time of Row 2 is different from the act_dep_time of Row 380.","(2, 380)",True,True,True,True,False
381,act_dep_time,rule_violation,6:56 p.m.,6:55 p.m.,0,"Constraint Violation: The flight of Row 23 is equal to the flight of Row 381, and The act_dep_time of Row 23 is different from the act_dep_time of Row 381.","(23, 381)",True,True,True,True,False
386,act_dep_time,rule_violation,6:57 a.m.,6:56 a.m.,0,"Constraint Violation: The flight of Row 25 is equal to the flight of Row 386, and The act_dep_time of Row 25 is different from the act_dep_time of Row 386.","(25, 386)",True,True,True,True,False
388,act_dep_time,rule_violation,5:09 p.m.,5:08 p.m.,0,"Constraint Violation: The flight of Row 27 is equal to the flight of Row 388, and The act_dep_time of Row 27 is different from the act_dep_time of Row 388.","(27, 388)",True,True,True,True,False
390,act_dep_time,rule_violation,4:44 p.m.,4:28 p.m.,0,"Constraint Violation: The flight of Row 201 is equal to the flight of Row 390, and The act_dep_time of Row 201 is different from the act_dep_time of Row 390.","(201, 390)",True,True,True,True,False
391,act_dep_time,rule_violation,4:37 p.m.,4:15 p.m.,0,"Constraint Violation: The flight of Row 295 is equal to the flight of Row 391, and The act_dep_time of Row 295 is different from the act_dep_time of Row 391.","(295, 391)",True,True,True,True,False
396,act_dep_time,rule_violation,1:48 p.m.,1:31 p.m.,0,"Constraint Violation: The flight of Row 300 is equal to the flight of Row 396, and The act_dep_time of Row 300 is different from the act_dep_time of Row 396.","(300, 396)",True,True,True,True,False
397,act_dep_time,rule_violation,12:42 p.m.,12:41 p.m.,0,"Constraint Violation: The flight of Row 4 is equal to the flight of Row 397, and The act_dep_time of Row 4 is different from the act_dep_time of Row 397.","(4, 397)",True,True,True,True,False
401,act_dep_time,rule_violation,9:06 p.m.,9:00 p.m.,0,"Constraint Violation: The flight of Row 32 is equal to the flight of Row 401, and The act_dep_time of Row 32 is different from the act_dep_time of Row 401.","(32, 401)",True,True,True,True,False
404,act_dep_time,rule_violation,8:52 a.m.,8:51 a.m.,0,"Constraint Violation: The flight of Row 35 is equal to the flight of Row 404, and The act_dep_time of Row 35 is different from the act_dep_time of Row 404.","(35, 404)",True,True,True,True,False
405,act_dep_time,rule_violation,8:37 a.m.,8:26 a.m.,0,"Constraint Violation: The flight of Row 308 is equal to the flight of Row 405, and The act_dep_time of Row 308 is different from the act_dep_time of Row 405.","(308, 405)",True,True,True,True,False
406,act_dep_time,rule_violation,1:41 p.m.,1:30 p.m.,0,"Constraint Violation: The flight of Row 36 is equal to the flight of Row 406, and The act_dep_time of Row 36 is different from the act_dep_time of Row 406.","(36, 406)",True,True,True,True,False
410,act_dep_time,rule_violation,5:38 p.m.,5:30 p.m.,0,"Constraint Violation: The flight of Row 221 is equal to the flight of Row 410, and The act_dep_time of Row 221 is different from the act_dep_time of Row 410.","(221, 410)",True,True,True,True,False
413,act_dep_time,rule_violation,8:40 p.m.,8:39 p.m.,0,"Constraint Violation: The flight of Row 37 is equal to the flight of Row 413, and The act_dep_time of Row 37 is different from the act_dep_time of Row 413.","(37, 413)",True,True,True,True,False
414,act_dep_time,rule_violation,3:04 p.m.,2:55 p.m.,0,"Constraint Violation: The flight of Row 315 is equal to the flight of Row 414, and The act_dep_time of Row 315 is different from the act_dep_time of Row 414.","(315, 414)",True,True,True,True,False
424,act_dep_time,rule_violation,8:55 a.m.,8:56 a.m.,0,"Constraint Violation: The flight of Row 43 is equal to the flight of Row 424, and The act_dep_time of Row 43 is different from the act_dep_time of Row 424.","(43, 424)",True,True,True,True,False
