row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,annotation_orientation_fixed
101,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
102,categories,pattern_violation,Japanese Restaurants;Asian Restaurants;Sushi Bars;Family Style Restaurants;Take Out Restaurants;Restaurants,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Sushi Bars;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
111,categories,pattern_violation,Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
115,categories,pattern_violation,Chinese Restaurants;Caterers;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
117,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Rose Hill;Kips Bay,Midtown Manhattan;Rose Hill;Kips Bay,0,,,True,True,True,True,False
118,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
132,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
139,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
139,neighborhood,pattern_violation,Midtown;Hell'S Kitchen;Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
143,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Gramercy Park,Midtown Manhattan;Gramercy Park,0,,,True,True,True,True,False
145,categories,pattern_violation,Health Food Restaurants;Family Style Restaurants;Vegetarian Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Vegetarian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
149,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
158,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Gramercy Park,Midtown Manhattan;Gramercy Park,0,,,True,True,True,True,False
161,categories,pattern_violation,Mexican Restaurants;Seafood Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Seafood Restaurants;Restaurants,0,,,True,True,True,True,False
165,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Midtown East,Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
169,categories,pattern_violation,Family Style Restaurants;Caterers;Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Restaurants,Family Style Restaurants;Take Out Restaurants;Caterers;Italian Restaurants;Mediterranean Restaurants;Restaurants,0,,,True,True,True,True,False
175,neighborhood,pattern_violation,Hell's Kitchen;Midtown Manhattan;Midtown;Hell'S Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
179,neighborhood,pattern_violation,Midtown East;Midtown Manhattan;Midtown;Sutton Place,Midtown East;Midtown Manhattan;Sutton Place,0,,,True,True,True,True,False
186,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen;Midtown;Hell'S Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
232,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Caterers;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
236,categories,pattern_violation,Chinese Restaurants;Caterers;Family Style Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Caterers;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
238,name,pattern_violation,sushi hana,hana sushi,0,,,True,True,True,True,False
241,streetAddress,pattern_violation,1713 1st Ave,1317 1st Ave,0,,,True,True,True,True,False
244,categories,pattern_violation,Health Food Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Sandwich Shops;Restaurants,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Sandwich Shops;Restaurants,0,,,True,True,True,True,False
256,categories,pattern_violation,Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
261,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Thai Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,Sushi Bars;Japanese Restaurants;Asian Restaurants;Thai Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
263,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
264,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Restaurants,0,,,True,True,True,True,False
267,categories,pattern_violation,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Caterers;Family Style Restaurants;Restaurants,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
280,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Midtown East,Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
289,categories,pattern_violation,Health Food Restaurants;Sandwich Shops;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Sandwich Shops;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
295,categories,pattern_violation,Japanese Restaurants;Sushi Bars;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Sushi Bars;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
300,categories,pattern_violation,Thai Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
318,name,pattern_violation,cowgirl seahorse,cowgirl sea horse,0,,,True,True,True,True,False
337,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
341,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Midtown East,Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
342,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Bar & Grills;Family Style Restaurants;Restaurants,Japanese Restaurants;Bar & Grills;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
364,categories,pattern_violation,Indian Restaurants;Vegetarian Restaurants;Health Food Restaurants;Middle Eastern Restaurants;Asian Restaurants;Restaurants,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Vegetarian Restaurants;Health Food Restaurants;Restaurants,0,,,True,True,True,True,False
365,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Midtown East,Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
369,categories,pattern_violation,Thai Restaurants;Asian Restaurants;Vegetarian Restaurants;Health Food Restaurants;Take Out Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Vegetarian Restaurants;Health Food Restaurants;Restaurants,0,,,True,True,True,True,False
385,neighborhood,pattern_violation,Hell's Kitchen;Midtown Manhattan;Midtown;Hell'S Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
395,neighborhood,pattern_violation,Midtown;Hell'S Kitchen;Hell's Kitchen;Midtown Manhattan,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
401,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
406,categories,pattern_violation,Health Food Restaurants;Sandwich Shops;Take Out Restaurants;Family Style Restaurants;Restaurants,Health Food Restaurants;Family Style Restaurants;Sandwich Shops;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
407,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
409,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
412,categories,pattern_violation,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Sushi Bars;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Sushi Bars;Restaurants,0,,,True,True,True,True,False
418,categories,pattern_violation,Chicken Restaurants;Barbecue Restaurants;American Restaurants;Take Out Restaurants;Caterers;Restaurants,Chicken Restaurants;American Restaurants;Barbecue Restaurants;Take Out Restaurants;Caterers;Restaurants,0,,,True,True,True,True,False
421,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
429,categories,pattern_violation,Mediterranean Restaurants;Italian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Mediterranean Restaurants;Family Style Restaurants;Italian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
433,categories,pattern_violation,Vegetarian Restaurants;Take Out Restaurants;Caterers;Health Food Restaurants;Chinese Restaurants;Asian Restaurants;Restaurants,Vegetarian Restaurants;Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Health Food Restaurants;Restaurants,0,,,True,True,True,True,False
451,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
458,categories,pattern_violation,Italian Restaurants;Family Style Restaurants;Mediterranean Restaurants;Take Out Restaurants;Restaurants,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
476,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
478,neighborhood,pattern_violation,Hell's Kitchen;Midtown Manhattan;Midtown;Hell'S Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
487,neighborhood,pattern_violation,Midtown Manhattan;Hell's Kitchen,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
503,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
504,categories,pattern_violation,Italian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Mediterranean Restaurants;Restaurants,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
506,streetAddress,pattern_violation,1191 1st Ave,119 1st Ave,0,,,True,True,True,True,False
507,categories,pattern_violation,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,Indian Restaurants;Breakfast Brunch & Lunch Restaurants;Middle Eastern Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
511,neighborhood,pattern_violation,Midtown Manhattan;Koreatown;Midtown,Midtown Manhattan;Koreatown,0,,,True,True,True,True,False
520,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Rose Hill;Kips Bay,Midtown Manhattan;Rose Hill;Kips Bay,0,,,True,True,True,True,False
536,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Murray Hill,Midtown Manhattan;Murray Hill,0,,,True,True,True,True,False
545,categories,pattern_violation,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
562,categories,pattern_violation,Indian Restaurants;Asian Restaurants;Middle Eastern Restaurants;Restaurants,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
563,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Flatiron District,Midtown Manhattan;Flatiron District,0,,,True,True,True,True,False
564,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
566,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Gramercy Park,Midtown Manhattan;Gramercy Park,0,,,True,True,True,True,False
573,categories,pattern_violation,Chinese Restaurants;Caterers;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Caterers;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
583,streetAddress,pattern_violation,56 Macdougal St,56 MacDougal St,0,,,True,False,True,True,False
584,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
598,categories,pattern_violation,Family Style Restaurants;Seafood Restaurants;Take Out Restaurants;Mexican Restaurants;Restaurants,Family Style Restaurants;Seafood Restaurants;Mexican Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
608,categories,pattern_violation,Italian Restaurants;Mediterranean Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
620,streetAddress,pattern_violation,87 Macdougal St,87 MacDougal St,0,,,True,False,True,True,False
624,categories,pattern_violation,Italian Restaurants;Take Out Restaurants;Caterers;Mediterranean Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,Italian Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Mediterranean Restaurants;Restaurants,0,,,True,True,True,True,False
625,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Chelsea,Midtown Manhattan;Chelsea,0,,,True,True,True,True,False
627,categories,pattern_violation,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
628,categories,pattern_violation,Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Seafood Restaurants;Restaurants,Breakfast Brunch & Lunch Restaurants;Seafood Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
628,neighborhood,pattern_violation,Midtown;Midtown East;Midtown Manhattan,Midtown East;Midtown Manhattan,0,,,True,True,True,True,False
653,streetAddress,pattern_violation,111 W 17th St,11 W 17th St,0,,,True,True,True,True,False
653,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Chelsea,Midtown Manhattan;Chelsea,0,,,True,True,True,True,False
656,neighborhood,pattern_violation,Midtown;Midtown East;Midtown Manhattan;Turtle Bay,Midtown East;Midtown Manhattan;Turtle Bay,0,,,True,True,True,True,False
657,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
668,categories,pattern_violation,Vietnamese Restaurants;Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,Vietnamese Restaurants;Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
670,categories,pattern_violation,Indian Restaurants;Asian Restaurants;Middle Eastern Restaurants;Restaurants,Indian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
689,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Midtown East,Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
693,categories,pattern_violation,Sushi Bars;Japanese Restaurants;Asian Restaurants;Seafood Restaurants;Take Out Restaurants;Restaurants,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Seafood Restaurants;Restaurants,0,,,True,True,True,True,False
695,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
742,neighborhood,pattern_violation,Garment District;Midtown Manhattan;Hell's Kitchen,Garment District;Midtown Manhattan;Midtown;Hell'S Kitchen,0,,,True,True,True,True,False
743,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
758,categories,pattern_violation,Italian Restaurants;Mediterranean Restaurants;Family Style Restaurants;Restaurants,Italian Restaurants;Family Style Restaurants;Mediterranean Restaurants;Restaurants,0,,,True,True,True,True,False
763,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Asian Restaurants;Japanese Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
766,neighborhood,pattern_violation,Turtle Bay;Midtown Manhattan;Midtown;Midtown East,Turtle Bay;Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
774,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
785,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
790,categories,pattern_violation,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
793,neighborhood,pattern_violation,Midtown;Midtown East;Midtown Manhattan,Midtown East;Midtown Manhattan,0,,,True,True,True,True,False
804,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,Chinese Restaurants;Caterers;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
815,neighborhood,pattern_violation,Midtown;Midtown East;Midtown Manhattan,Midtown East;Midtown Manhattan,0,,,True,True,True,True,False
816,categories,pattern_violation,Restaurants;Japanese Restaurants;Asian Restaurants,Restaurants;Asian Restaurants;Japanese Restaurants,0,,,True,True,True,True,False
817,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Caterers;Asian Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Caterers;Asian Restaurants;Japanese Restaurants;Restaurants,0,,,True,True,True,True,False
830,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Murray Hill,Midtown Manhattan;Murray Hill,0,,,True,True,True,True,False
831,categories,pattern_violation,Pizza;American Restaurants;Take Out Restaurants;Caterers;Italian Restaurants;Restaurants,Pizza;American Restaurants;Caterers;Italian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
835,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Koreatown,Midtown Manhattan;Koreatown,0,,,True,True,True,True,False
843,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Midtown East,Midtown Manhattan;Midtown East,0,,,True,True,True,True,False
851,streetAddress,pattern_violation,129 Macdougal St,129 MacDougal St,0,,,True,False,True,True,False
853,categories,pattern_violation,Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
876,categories,pattern_violation,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
903,neighborhood,pattern_violation,Midtown;Hell'S Kitchen;Hell's Kitchen;Midtown Manhattan,Hell's Kitchen;Midtown Manhattan,0,,,True,True,True,True,False
908,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
916,categories,pattern_violation,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
920,categories,pattern_violation,Health Food Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,Health Food Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
921,categories,pattern_violation,Cuban Restaurants;Latin American Restaurants;Caribbean Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,Cuban Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Latin American Restaurants;Caribbean Restaurants;Restaurants,0,,,True,True,True,True,False
941,categories,pattern_violation,Thai Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Family Style Restaurants;Vietnamese Restaurants;Take Out Restaurants;Restaurants,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Vietnamese Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
943,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
946,categories,pattern_violation,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
963,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
964,neighborhood,pattern_violation,Midtown;Midtown East;Midtown Manhattan;Turtle Bay,Midtown East;Midtown Manhattan;Turtle Bay,0,,,True,True,True,True,False
978,categories,pattern_violation,Japanese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,0,,,True,True,True,True,False
990,categories,pattern_violation,Chinese Restaurants;Seafood Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,Chinese Restaurants;Asian Restaurants;Seafood Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
993,categories,pattern_violation,Middle Eastern Restaurants;Take Out Restaurants;Indian Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Middle Eastern Restaurants;Indian Restaurants;Take Out Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1001,neighborhood,pattern_violation,Downtown Manhattan;Nolita;NoLita,Downtown Manhattan;NoLita,0,,,True,True,True,True,False
1002,categories,pattern_violation,Asian Restaurants;Take Out Restaurants;Chinese Restaurants;Family Style Restaurants;Restaurants,Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
1003,neighborhood,pattern_violation,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,Midtown Manhattan;Turtle Bay;Midtown East,0,,,True,True,True,True,False
1005,name,pattern_violation,sun cafe,cafe sun,0,,,True,True,True,True,False
1009,categories,pattern_violation,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Seafood Restaurants;Restaurants,Sushi Bars;Take Out Restaurants;Seafood Restaurants;Japanese Restaurants;Asian Restaurants;Restaurants,0,,,True,True,True,True,False
1025,neighborhood,pattern_violation,Midtown Manhattan;Midtown;Chelsea,Midtown Manhattan;Chelsea,0,,,True,True,True,True,False
1030,categories,pattern_violation,Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,Japanese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,0,,,True,True,True,True,False
