row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,annotation_orientation_fixed
381,city,rule_violation,Denver CO,Denver,0,"Constraint Violation: The brewery_id of Row 380 is equal to the brewery_id of Row 381, and The city of Row 380 is different from the city of Row 381.","(380, 381)",True,True,True,True,False
410,city,rule_violation,Grand Rapids MI,Grand Rapids,0,"Constraint Violation: The brewery_id of Row 410 is equal to the brewery_id of Row 442, and The city of Row 410 is different from the city of Row 442.","(410, 442)",True,True,True,True,False
451,city,rule_violation,Tampa Bay FL,Tampa Bay,0,"Constraint Violation: The brewery_id of Row 450 is equal to the brewery_id of Row 451, and The city of Row 450 is different from the city of Row 451.","(450, 451)",True,True,True,True,False
461,city,rule_violation,Brooklyn NY,Brooklyn,0,"Constraint Violation: The brewery_id of Row 459 is equal to the brewery_id of Row 461, and The city of Row 459 is different from the city of Row 461.","(459, 461)",True,True,True,True,False
466,city,rule_violation,Reno NV,Reno,0,"Constraint Violation: The brewery_id of Row 464 is equal to the brewery_id of Row 466, and The city of Row 464 is different from the city of Row 466.","(464, 466)",True,True,True,True,False
472,city,rule_violation,Houston TX,Houston,0,"Constraint Violation: The brewery_id of Row 472 is equal to the brewery_id of Row 474, and The city of Row 472 is different from the city of Row 474.","(472, 474)",True,True,True,True,False
500,city,rule_violation,Oklahoma City OK,Oklahoma City,0,"Constraint Violation: The brewery_id of Row 500 is equal to the brewery_id of Row 503, and The city of Row 500 is different from the city of Row 503.","(500, 503)",True,True,True,True,False
508,city,rule_violation,Ashland OR,Ashland,0,"Constraint Violation: The brewery_id of Row 504 is equal to the brewery_id of Row 508, and The city of Row 504 is different from the city of Row 508.","(504, 508)",True,True,True,True,False
518,city,rule_violation,Cambridge MA,Cambridge,0,"Constraint Violation: The brewery_id of Row 518 is equal to the brewery_id of Row 519, and The city of Row 518 is different from the city of Row 519.","(518, 519)",True,True,True,True,False
528,city,rule_violation,Gloucester MA,Gloucester,0,"Constraint Violation: The brewery_id of Row 525 is equal to the brewery_id of Row 528, and The city of Row 525 is different from the city of Row 528.","(525, 528)",True,True,True,True,False
530,ounces,rule_violation,16.0 oz.,16,0,"Constraint Violation: The beer_name of Row 40 is equal to the beer_name of Row 530, and The ounces of Row 40 is different from the ounces of Row 530, and The abv of Row 40 is different from the abv of Row 530, and The ibu of Row 40 is different from the ibu of Row 530, and The id of Row 40 is different from the id of Row 530.","(40, 530)",True,True,True,True,False
542,city,rule_violation,Mooresville NC,Mooresville,0,"Constraint Violation: The brewery_id of Row 542 is equal to the brewery_id of Row 544, and The city of Row 542 is different from the city of Row 544.","(542, 544)",True,True,True,True,False
543,city,rule_violation,Mooresville NC,Mooresville,0,"Constraint Violation: The brewery_id of Row 543 is equal to the brewery_id of Row 544, and The city of Row 543 is different from the city of Row 544.","(543, 544)",True,True,True,True,False
550,city,rule_violation,Atlantic Highlands NJ,Atlantic Highlands,0,"Constraint Violation: The brewery_id of Row 548 is equal to the brewery_id of Row 550, and The city of Row 548 is different from the city of Row 550.","(548, 550)",True,True,True,True,False
572,city,rule_violation,Edwards CO,Edwards,0,"Constraint Violation: The brewery_id of Row 571 is equal to the brewery_id of Row 572, and The city of Row 571 is different from the city of Row 572.","(571, 572)",True,True,True,True,False
578,city,rule_violation,San Luis Obispo CA,San Luis Obispo,0,"Constraint Violation: The brewery_id of Row 578 is equal to the brewery_id of Row 579, and The city of Row 578 is different from the city of Row 579.","(578, 579)",True,True,True,True,False
584,city,rule_violation,Charlottesville VA,Charlottesville,0,"Constraint Violation: The brewery_id of Row 582 is equal to the brewery_id of Row 584, and The city of Row 582 is different from the city of Row 584.","(582, 584)",True,True,True,True,False
588,city,rule_violation,Angola IN,Angola,0,"Constraint Violation: The brewery_id of Row 585 is equal to the brewery_id of Row 588, and The city of Row 585 is different from the city of Row 588.","(585, 588)",True,True,True,True,False
590,ounces,rule_violation,16.0 ounce,16,0,"Constraint Violation: The beer_name of Row 590 is equal to the beer_name of Row 602, and The ounces of Row 590 is different from the ounces of Row 602, and The abv of Row 590 is equal to the abv of Row 602, and The ibu of Row 590 is different from the ibu of Row 602, and The id of Row 590 is different from the id of Row 602, and The brewery_id of Row 590 is different from the brewery_id of Row 602.","(590, 602)",True,True,True,True,False
602,ounces,rule_violation,12.0 oz.,12,0,"Constraint Violation: The beer_name of Row 590 is equal to the beer_name of Row 602, and The ounces of Row 590 is different from the ounces of Row 602, and The abv of Row 590 is equal to the abv of Row 602, and The ibu of Row 590 is different from the ibu of Row 602, and The id of Row 590 is different from the id of Row 602, and The brewery_id of Row 590 is different from the brewery_id of Row 602.","(590, 602)",True,True,True,True,False
617,city,rule_violation,Tampa FL,Tampa,0,"Constraint Violation: The brewery_id of Row 607 is equal to the brewery_id of Row 617, and The city of Row 607 is different from the city of Row 617.","(607, 617)",True,True,True,True,False
642,city,rule_violation,Des Moines IA,Des Moines,0,"Constraint Violation: The brewery_id of Row 640 is equal to the brewery_id of Row 642, and The city of Row 640 is different from the city of Row 642.","(640, 642)",True,True,True,True,False
646,city,rule_violation,Springdale AR,Springdale,0,"Constraint Violation: The brewery_id of Row 644 is equal to the brewery_id of Row 646, and The city of Row 644 is different from the city of Row 646.","(644, 646)",True,True,True,True,False
715,city,rule_violation,Bloomington IL,Bloomington,0,"Constraint Violation: The brewery_id of Row 713 is equal to the brewery_id of Row 715, and The city of Row 713 is different from the city of Row 715.","(713, 715)",True,True,True,True,False
716,city,rule_violation,Bloomington IL,Bloomington,0,"Constraint Violation: The brewery_id of Row 714 is equal to the brewery_id of Row 716, and The city of Row 714 is different from the city of Row 716.","(714, 716)",True,True,True,True,False
723,city,rule_violation,Belmont CA,Belmont,0,"Constraint Violation: The brewery_id of Row 722 is equal to the brewery_id of Row 723, and The city of Row 722 is different from the city of Row 723.","(722, 723)",True,True,True,True,False
779,city,rule_violation,Boulder CO,Boulder,0,"Constraint Violation: The brewery_id of Row 777 is equal to the brewery_id of Row 779, and The city of Row 777 is different from the city of Row 779.","(777, 779)",True,True,True,True,False
793,city,rule_violation,Buellton CA,Buellton,0,"Constraint Violation: The brewery_id of Row 791 is equal to the brewery_id of Row 793, and The city of Row 791 is different from the city of Row 793.","(791, 793)",True,True,True,True,False
805,city,rule_violation,Paso Robles CA,Paso Robles,0,"Constraint Violation: The brewery_id of Row 805 is equal to the brewery_id of Row 806, and The city of Row 805 is different from the city of Row 806.","(805, 806)",True,True,True,True,False
846,city,rule_violation,Dallas TX,Dallas,0,"Constraint Violation: The brewery_id of Row 845 is equal to the brewery_id of Row 846, and The city of Row 845 is different from the city of Row 846.","(845, 846)",True,True,True,True,False
864,city,rule_violation,Frankenmuth MI,Frankenmuth,0,"Constraint Violation: The brewery_id of Row 864 is equal to the brewery_id of Row 865, and The city of Row 864 is different from the city of Row 865.","(864, 865)",True,True,True,True,False
886,city,rule_violation,Lake Geneva WI,Lake Geneva,0,"Constraint Violation: The brewery_id of Row 886 is equal to the brewery_id of Row 888, and The city of Row 886 is different from the city of Row 888.","(886, 888)",True,True,True,True,False
890,city,rule_violation,Los Angeles CA,Los Angeles,0,"Constraint Violation: The brewery_id of Row 890 is equal to the brewery_id of Row 902, and The city of Row 890 is different from the city of Row 902.","(890, 902)",True,True,True,True,False
897,city,rule_violation,Los Angeles CA,Los Angeles,0,"Constraint Violation: The brewery_id of Row 897 is equal to the brewery_id of Row 902, and The city of Row 897 is different from the city of Row 902.","(897, 902)",True,True,True,True,False
905,ounces,rule_violation,16.0 ounce,16,0,"Constraint Violation: The beer_name of Row 905 is equal to the beer_name of Row 1696, and The ounces of Row 905 is different from the ounces of Row 1696, and The abv of Row 905 is different from the abv of Row 1696, and The ibu of Row 905 is different from the ibu of Row 1696, and The id of Row 905 is different from the id of Row 1696.","(905, 1696)",True,True,True,True,False
918,city,rule_violation,Chicago IL,Chicago,0,"Constraint Violation: The brewery_id of Row 918 is equal to the brewery_id of Row 919, and The city of Row 918 is different from the city of Row 919.","(918, 919)",True,True,True,True,False
940,city,rule_violation,Aurora IN,Aurora,0,"Constraint Violation: The brewery_id of Row 938 is equal to the brewery_id of Row 940, and The city of Row 938 is different from the city of Row 940.","(938, 940)",True,True,True,True,False
952,city,rule_violation,Denver CO,Denver,0,"Constraint Violation: The brewery_id of Row 952 is equal to the brewery_id of Row 953, and The city of Row 952 is different from the city of Row 953.","(952, 953)",True,True,True,True,False
974,ounces,rule_violation,16.0 oz.,16,0,"Constraint Violation: The beer_name of Row 974 is equal to the beer_name of Row 1789, and The ounces of Row 974 is different from the ounces of Row 1789, and The abv of Row 974 is different from the abv of Row 1789, and The ibu of Row 974 is different from the ibu of Row 1789, and The id of Row 974 is different from the id of Row 1789.","(974, 1789)",True,True,True,True,False
1028,city,rule_violation,Boston MA,Boston,0,"Constraint Violation: The brewery_id of Row 1026 is equal to the brewery_id of Row 1028, and The city of Row 1026 is different from the city of Row 1028.","(1026, 1028)",True,True,True,True,False
1039,city,rule_violation,Mill Valley CA,Mill Valley,0,"Constraint Violation: The brewery_id of Row 1037 is equal to the brewery_id of Row 1039, and The city of Row 1037 is different from the city of Row 1039.","(1037, 1039)",True,True,True,True,False
1058,ounces,rule_violation,12.0 ounce,12,0,"Constraint Violation: The beer_name of Row 1058 is equal to the beer_name of Row 1557, and The ounces of Row 1058 is different from the ounces of Row 1557, and The abv of Row 1058 is different from the abv of Row 1557, and The ibu of Row 1058 is different from the ibu of Row 1557, and The id of Row 1058 is different from the id of Row 1557.","(1058, 1557)",True,True,True,True,False
1059,city,rule_violation,Pittsburgh PA,Pittsburgh,0,"Constraint Violation: The brewery_id of Row 1058 is equal to the brewery_id of Row 1059, and The city of Row 1058 is different from the city of Row 1059.","(1058, 1059)",True,True,True,True,False
1075,city,rule_violation,Portland OR,Portland,0,"Constraint Violation: The brewery_id of Row 1075 is equal to the brewery_id of Row 1091, and The city of Row 1075 is different from the city of Row 1091.","(1075, 1091)",True,True,True,True,False
1077,city,rule_violation,Portland OR,Portland,0,"Constraint Violation: The brewery_id of Row 1073 is equal to the brewery_id of Row 1077, and The city of Row 1073 is different from the city of Row 1077.","(1073, 1077)",True,True,True,True,False
1088,city,rule_violation,Portland OR,Portland,0,"Constraint Violation: The brewery_id of Row 1088 is equal to the brewery_id of Row 1090, and The city of Row 1088 is different from the city of Row 1090.","(1088, 1090)",True,True,True,True,False
1098,ounces,rule_violation,16.0 oz.,16,0,"Constraint Violation: The beer_name of Row 590 is equal to the beer_name of Row 1098, and The ounces of Row 590 is different from the ounces of Row 1098, and The abv of Row 590 is different from the abv of Row 1098, and The ibu of Row 590 is different from the ibu of Row 1098, and The id of Row 590 is different from the id of Row 1098.","(590, 1098)",True,True,True,True,False
1120,city,rule_violation,Framingham MA,Framingham,0,"Constraint Violation: The brewery_id of Row 1118 is equal to the brewery_id of Row 1120, and The city of Row 1118 is different from the city of Row 1120.","(1118, 1120)",True,True,True,True,False
1137,city,rule_violation,Stevens Point WI,Stevens Point,0,"Constraint Violation: The brewery_id of Row 1133 is equal to the brewery_id of Row 1137, and The city of Row 1133 is different from the city of Row 1137.","(1133, 1137)",True,True,True,True,False
1148,city,rule_violation,Houston TX,Houston,0,"Constraint Violation: The brewery_id of Row 1148 is equal to the brewery_id of Row 1150, and The city of Row 1148 is different from the city of Row 1150.","(1148, 1150)",True,True,True,True,False
1156,city,rule_violation,Brooklyn NY,Brooklyn,0,"Constraint Violation: The brewery_id of Row 1154 is equal to the brewery_id of Row 1156, and The city of Row 1154 is different from the city of Row 1156.","(1154, 1156)",True,True,True,True,False
1158,city,rule_violation,Soldotna AK,Soldotna,0,"Constraint Violation: The brewery_id of Row 1158 is equal to the brewery_id of Row 1160, and The city of Row 1158 is different from the city of Row 1160.","(1158, 1160)",True,True,True,True,False
1187,city,rule_violation,Albuquerque NM,Albuquerque,0,"Constraint Violation: The brewery_id of Row 1187 is equal to the brewery_id of Row 1188, and The city of Row 1187 is different from the city of Row 1188.","(1187, 1188)",True,True,True,True,False
1203,city,rule_violation,Helena MT,Helena,0,"Constraint Violation: The brewery_id of Row 1203 is equal to the brewery_id of Row 1204, and The city of Row 1203 is different from the city of Row 1204.","(1203, 1204)",True,True,True,True,False
1211,city,rule_violation,York PA,York,0,"Constraint Violation: The brewery_id of Row 1208 is equal to the brewery_id of Row 1211, and The city of Row 1208 is different from the city of Row 1211.","(1208, 1211)",True,True,True,True,False
1239,city,rule_violation,Portland OR,Portland,0,"Constraint Violation: The brewery_id of Row 1239 is equal to the brewery_id of Row 1240, and The city of Row 1239 is different from the city of Row 1240.","(1239, 1240)",True,True,True,True,False
1246,city,rule_violation,Cincinnati OH,Cincinnati,0,"Constraint Violation: The brewery_id of Row 1243 is equal to the brewery_id of Row 1246, and The city of Row 1243 is different from the city of Row 1246.","(1243, 1246)",True,True,True,True,False
1284,city,rule_violation,Fort Worth TX,Fort Worth,0,"Constraint Violation: The brewery_id of Row 1283 is equal to the brewery_id of Row 1284, and The city of Row 1283 is different from the city of Row 1284.","(1283, 1284)",True,True,True,True,False
1287,city,rule_violation,Fort Worth TX,Fort Worth,0,"Constraint Violation: The brewery_id of Row 1280 is equal to the brewery_id of Row 1287, and The city of Row 1280 is different from the city of Row 1287.","(1280, 1287)",True,True,True,True,False
1288,city,rule_violation,Utica NY,Utica,0,"Constraint Violation: The brewery_id of Row 1288 is equal to the brewery_id of Row 1293, and The city of Row 1288 is different from the city of Row 1293.","(1288, 1293)",True,True,True,True,False
1294,city,rule_violation,Utica NY,Utica,0,"Constraint Violation: The brewery_id of Row 1293 is equal to the brewery_id of Row 1294, and The city of Row 1293 is different from the city of Row 1294.","(1293, 1294)",True,True,True,True,False
1342,city,rule_violation,Chicago IL,Chicago,0,"Constraint Violation: The brewery_id of Row 1342 is equal to the brewery_id of Row 1343, and The city of Row 1342 is different from the city of Row 1343.","(1342, 1343)",True,True,True,True,False
1367,city,rule_violation,Monroe WI,Monroe,0,"Constraint Violation: The brewery_id of Row 1365 is equal to the brewery_id of Row 1367, and The city of Row 1365 is different from the city of Row 1367.","(1365, 1367)",True,True,True,True,False
1374,city,rule_violation,San Diego CA,San Diego,0,"Constraint Violation: The brewery_id of Row 1374 is equal to the brewery_id of Row 1377, and The city of Row 1374 is different from the city of Row 1377.","(1374, 1377)",True,True,True,True,False
1376,city,rule_violation,San Diego CA,San Diego,0,"Constraint Violation: The brewery_id of Row 1376 is equal to the brewery_id of Row 1377, and The city of Row 1376 is different from the city of Row 1377.","(1376, 1377)",True,True,True,True,False
1430,city,rule_violation,Portland OR,Portland,0,"Constraint Violation: The brewery_id of Row 1430 is equal to the brewery_id of Row 1431, and The city of Row 1430 is different from the city of Row 1431.","(1430, 1431)",True,True,True,True,False
1443,ounces,rule_violation,12.0 oz.,12,0,"Constraint Violation: The beer_name of Row 1443 is equal to the beer_name of Row 1516, and The ounces of Row 1443 is different from the ounces of Row 1516, and The abv of Row 1443 is different from the abv of Row 1516, and The ibu of Row 1443 is different from the ibu of Row 1516, and The id of Row 1443 is different from the id of Row 1516.","(1443, 1516)",True,True,True,True,False
1480,city,rule_violation,Myrtle Beach SC,Myrtle Beach,0,"Constraint Violation: The brewery_id of Row 1480 is equal to the brewery_id of Row 1481, and The city of Row 1480 is different from the city of Row 1481.","(1480, 1481)",True,True,True,True,False
1516,ounces,rule_violation,12.0 oz,12,0,"Constraint Violation: The beer_name of Row 1443 is equal to the beer_name of Row 1516, and The ounces of Row 1443 is different from the ounces of Row 1516, and The abv of Row 1443 is different from the abv of Row 1516, and The ibu of Row 1443 is different from the ibu of Row 1516, and The id of Row 1443 is different from the id of Row 1516.","(1443, 1516)",True,True,True,True,False
1557,ounces,rule_violation,12.0 oz. Alumi-Tek,12,0,"Constraint Violation: The beer_name of Row 1058 is equal to the beer_name of Row 1557, and The ounces of Row 1058 is different from the ounces of Row 1557, and The abv of Row 1058 is different from the abv of Row 1557, and The ibu of Row 1058 is different from the ibu of Row 1557, and The id of Row 1058 is different from the id of Row 1557.","(1058, 1557)",True,True,True,True,False
1558,city,rule_violation,Longmont CO,Longmont,0,"Constraint Violation: The brewery_id of Row 1558 is equal to the brewery_id of Row 1578, and The city of Row 1558 is different from the city of Row 1578.","(1558, 1578)",True,True,True,True,False
1559,city,rule_violation,Longmont CO,Longmont,0,"Constraint Violation: The brewery_id of Row 1559 is equal to the brewery_id of Row 1581, and The city of Row 1559 is different from the city of Row 1581.","(1559, 1581)",True,True,True,True,False
1565,abv,rule_violation,0.07%,0.07,0,"Constraint Violation: The abv of Row 1565 is equal to the abv of Row 1591, and The brewery_name of Row 1565 is equal to the brewery_name of Row 1591, and The state of Row 1565 is different from the state of Row 1591.","(1565, 1591)",True,True,True,True,False
1573,abv,rule_violation,0.08%,0.08,0,"Constraint Violation: The abv of Row 1573 is equal to the abv of Row 1587, and The brewery_name of Row 1573 is equal to the brewery_name of Row 1587, and The state of Row 1573 is different from the state of Row 1587.","(1573, 1587)",True,True,True,True,False
1575,ounces,rule_violation,16.0 ounce,16,0,"Constraint Violation: The beer_name of Row 1575 is equal to the beer_name of Row 1599, and The ounces of Row 1575 is different from the ounces of Row 1599, and The abv of Row 1575 is equal to the abv of Row 1599, and The ibu of Row 1575 is different from the ibu of Row 1599, and The id of Row 1575 is different from the id of Row 1599, and The brewery_id of Row 1575 is different from the brewery_id of Row 1599.","(1575, 1599)",True,True,True,True,False
1575,abv,rule_violation,0.08%,0.08,0,"Constraint Violation: The beer_name of Row 1575 is equal to the beer_name of Row 1599, and The ounces of Row 1575 is different from the ounces of Row 1599, and The abv of Row 1575 is equal to the abv of Row 1599, and The ibu of Row 1575 is different from the ibu of Row 1599, and The id of Row 1575 is different from the id of Row 1599, and The brewery_id of Row 1575 is different from the brewery_id of Row 1599.","(1575, 1599)",True,True,True,True,False
1582,city,rule_violation,Longmont CO,Longmont,0,"Constraint Violation: The brewery_id of Row 1551 is equal to the brewery_id of Row 1582, and The city of Row 1551 is different from the city of Row 1582.","(1551, 1582)",True,True,True,True,False
1587,abv,rule_violation,0.08%,0.08,0,"Constraint Violation: The abv of Row 1573 is equal to the abv of Row 1587, and The brewery_name of Row 1573 is equal to the brewery_name of Row 1587, and The state of Row 1573 is different from the state of Row 1587.","(1573, 1587)",True,True,True,True,False
1587,city,rule_violation,Lyons CO,Lyons,0,"Constraint Violation: The brewery_id of Row 1587 is equal to the brewery_id of Row 1596, and The city of Row 1587 is different from the city of Row 1596.","(1587, 1596)",True,True,True,True,False
1591,city,rule_violation,Lyons CO,Lyons,0,"Constraint Violation: The brewery_id of Row 1591 is equal to the brewery_id of Row 1593, and The city of Row 1591 is different from the city of Row 1593.","(1591, 1593)",True,True,True,True,False
1599,ounces,rule_violation,16.0 oz,16,0,"Constraint Violation: The beer_name of Row 1575 is equal to the beer_name of Row 1599, and The ounces of Row 1575 is different from the ounces of Row 1599, and The abv of Row 1575 is equal to the abv of Row 1599, and The ibu of Row 1575 is different from the ibu of Row 1599, and The id of Row 1575 is different from the id of Row 1599, and The brewery_id of Row 1575 is different from the brewery_id of Row 1599.","(1575, 1599)",True,True,True,True,False
1599,abv,rule_violation,0.08%,0.08,0,"Constraint Violation: The beer_name of Row 1575 is equal to the beer_name of Row 1599, and The ounces of Row 1575 is different from the ounces of Row 1599, and The abv of Row 1575 is equal to the abv of Row 1599, and The ibu of Row 1575 is different from the ibu of Row 1599, and The id of Row 1575 is different from the id of Row 1599, and The brewery_id of Row 1575 is different from the brewery_id of Row 1599.","(1575, 1599)",True,True,True,True,False
1620,city,rule_violation,Portland ME,Portland,0,"Constraint Violation: The brewery_id of Row 1619 is equal to the brewery_id of Row 1620, and The city of Row 1619 is different from the city of Row 1620.","(1619, 1620)",True,True,True,True,False
1641,city,rule_violation,Petoskey MI,Petoskey,0,"Constraint Violation: The brewery_id of Row 1641 is equal to the brewery_id of Row 1642, and The city of Row 1641 is different from the city of Row 1642.","(1641, 1642)",True,True,True,True,False
1670,city,rule_violation,Dillon CO,Dillon,0,"Constraint Violation: The brewery_id of Row 1670 is equal to the brewery_id of Row 1674, and The city of Row 1670 is different from the city of Row 1674.","(1670, 1674)",True,True,True,True,False
1691,city,rule_violation,Marietta GA,Marietta,0,"Constraint Violation: The brewery_id of Row 1690 is equal to the brewery_id of Row 1691, and The city of Row 1690 is different from the city of Row 1691.","(1690, 1691)",True,True,True,True,False
1696,ounces,rule_violation,16.0 oz.,16,0,"Constraint Violation: The beer_name of Row 905 is equal to the beer_name of Row 1696, and The ounces of Row 905 is different from the ounces of Row 1696, and The abv of Row 905 is different from the abv of Row 1696, and The ibu of Row 905 is different from the ibu of Row 1696, and The id of Row 905 is different from the id of Row 1696.","(905, 1696)",True,True,True,True,False
1708,city,rule_violation,Denver CO,Denver,0,"Constraint Violation: The brewery_id of Row 1708 is equal to the brewery_id of Row 1711, and The city of Row 1708 is different from the city of Row 1711.","(1708, 1711)",True,True,True,True,False
1714,city,rule_violation,Paonia CO,Paonia,0,"Constraint Violation: The brewery_id of Row 1714 is equal to the brewery_id of Row 1716, and The city of Row 1714 is different from the city of Row 1716.","(1714, 1716)",True,True,True,True,False
1735,city,rule_violation,Cincinnati OH,Cincinnati,0,"Constraint Violation: The brewery_id of Row 1732 is equal to the brewery_id of Row 1735, and The city of Row 1732 is different from the city of Row 1735.","(1732, 1735)",True,True,True,True,False
1738,city,rule_violation,Portland ME,Portland,0,"Constraint Violation: The brewery_id of Row 1737 is equal to the brewery_id of Row 1738, and The city of Row 1737 is different from the city of Row 1738.","(1737, 1738)",True,True,True,True,False
1743,city,rule_violation,Export PA,Export,0,"Constraint Violation: The brewery_id of Row 1743 is equal to the brewery_id of Row 1748, and The city of Row 1743 is different from the city of Row 1748.","(1743, 1748)",True,True,True,True,False
1744,ounces,rule_violation,12.0 OZ.,12,0,"Constraint Violation: The beer_name of Row 590 is equal to the beer_name of Row 1744, and The ounces of Row 590 is different from the ounces of Row 1744, and The abv of Row 590 is different from the abv of Row 1744, and The ibu of Row 590 is different from the ibu of Row 1744, and The id of Row 590 is different from the id of Row 1744.","(590, 1744)",True,True,True,True,False
1747,city,rule_violation,Export PA,Export,0,"Constraint Violation: The brewery_id of Row 1747 is equal to the brewery_id of Row 1751, and The city of Row 1747 is different from the city of Row 1751.","(1747, 1751)",True,True,True,True,False
1759,city,rule_violation,Rochester MI,Rochester,0,"Constraint Violation: The brewery_id of Row 1759 is equal to the brewery_id of Row 1764, and The city of Row 1759 is different from the city of Row 1764.","(1759, 1764)",True,True,True,True,False
1772,city,rule_violation,Lansdale PA,Lansdale,0,"Constraint Violation: The brewery_id of Row 1770 is equal to the brewery_id of Row 1772, and The city of Row 1770 is different from the city of Row 1772.","(1770, 1772)",True,True,True,True,False
1789,ounces,rule_violation,12.0 oz.,12,0,"Constraint Violation: The beer_name of Row 590 is equal to the beer_name of Row 1789, and The ounces of Row 590 is different from the ounces of Row 1789, and The abv of Row 590 is equal to the abv of Row 1789, and The ibu of Row 590 is different from the ibu of Row 1789, and The id of Row 590 is different from the id of Row 1789, and The brewery_id of Row 590 is different from the brewery_id of Row 1789.","(590, 1789)",True,True,True,True,False
1800,city,rule_violation,Chandler AZ,Chandler,0,"Constraint Violation: The brewery_id of Row 1798 is equal to the brewery_id of Row 1800, and The city of Row 1798 is different from the city of Row 1800.","(1798, 1800)",True,True,True,True,False
1831,abv,rule_violation,0.07%,0.07,0,"Constraint Violation: The abv of Row 1831 is equal to the abv of Row 1832, and The brewery_name of Row 1831 is equal to the brewery_name of Row 1832, and The state of Row 1831 is different from the state of Row 1832.","(1831, 1832)",True,True,True,True,False
1831,city,rule_violation,Silverton OR,Silverton,0,"Constraint Violation: The brewery_id of Row 1831 is equal to the brewery_id of Row 1832, and The city of Row 1831 is different from the city of Row 1832.","(1831, 1832)",True,True,True,True,False
1832,abv,rule_violation,0.07%,0.07,0,"Constraint Violation: The abv of Row 1831 is equal to the abv of Row 1832, and The brewery_name of Row 1831 is equal to the brewery_name of Row 1832, and The state of Row 1831 is different from the state of Row 1832.","(1831, 1832)",True,True,True,True,False
1851,city,rule_violation,Chico CA,Chico,0,"Constraint Violation: The brewery_id of Row 1848 is equal to the brewery_id of Row 1851, and The city of Row 1848 is different from the city of Row 1851.","(1848, 1851)",True,True,True,True,False
1860,city,rule_violation,Brooklyn NY,Brooklyn,0,"Constraint Violation: The brewery_id of Row 1860 is equal to the brewery_id of Row 1872, and The city of Row 1860 is different from the city of Row 1872.","(1860, 1872)",True,True,True,True,False
